cod_cor,denumire_ocupatie
731715,"confecționer nasturi, piepteni"
731703,confecționer obiecte artizanale din lemn
731716,confecționer obiecte casnice din deșeuri de aluminiu și alte metale
731717,confecționer obiecte din ipsos
731718,"confecționer obiecte din os, scoică, mică etc."
752305,confecționer parchete
753103,confecționer pălării
821213,confecționer piese radio și semiconductori
731701,"confecționer piese, linguri, spițe, albii, donițe, cozi de unelte, șindrilă, ciubere"
721405,confecționer plase din sârmă
731801,confecționer plase pescărești
711103,confecționer plase și pânze rabiț din stuf
711102,confecționer plăci din diverse materiale
817206,confecționer plăci izolatoare
821205,confecționer plăci pentru acumulatori
731704,confecționer plute
731821,confecționer prețuri
817108,confecționer produse igienico-sanitare
813145,confecționer produse pirotehnice
753114,confecționer produse textile
821202,confecționer protecție dielectrică pentru acumulatori
812204,confecționer protecții și obiecte anticorozive
731902,confecționer proteze dentare
731903,confecționer proteze ortopedice
753204,confecționer reparator cravate
817201,confecționer rondele din plută
821215,confecționer scală radio
731112,confecționer seringi
815428,confecționer șabloane la imprimerie
815411,confecționer șabloane și cilindri de imprimat
812224,confecționer și legător depolarizator
731305,"confecționer ștampile de cauciuc, metal, facsimile"
817105,confecționer tambur filigranare
712409,confecționer tâmplărie din aluminiu și mase plastice
818106,confecționer termosuri
812221,confecționer toroane și cablaje la conductori electrici
731824,confecționer tricotaje după comandă
731811,confecționer unelte pescuit din plase
753113,"confecționer, prelucrător în industria textilă"
821907,confecționer-asamblor articole din carton
821906,confecționer-asamblor articole din lemn
821908,confecționer-asamblor articole din textile
752216,confecționer-montator cercuri la butoaie
752206,confecționer-montator produse din lemn
721433,confecționer-montator structuri metalice pentru construcții
712411,confecționer-montator tâmplărie cu vitraj izolant
231002,conferențiar universitar
343306,conservator arhivă (studii medii)
262105,conservator arhivă (studii superioare)
343304,conservator bunuri culturale (studii medii)
343302,conservator opere de artă și monumente istorice (studii medii)
262102,conservator opere de artă și monumente istorice (studii superioare)
262110,conservator/ restaurator componente artistice din lemn la monumente istorice
262111,conservator/ restaurator componente artistice din metal la monumente istorice
262112,"conservator/ restaurator componente artistice din piatră, ceramică sau stucatură la monumente istorice"
262109,conservator/ restaurator pictură pe lemn
262108,conservator/ restaurator pictură murală
262113,conservator/ restaurator vitralii și componente artistice din sticlă la monumente istorice
212005,consilier actuar
242201,consilier administrația publică
242214,consilier afaceri europene
111205,consilier al ministrului
216104,consilier arhitect
261910,consilier armonizare legislativă
213117,consilier bacteriolog
213121,consilier biochimist
213101,consilier biolog
213105,consilier botanist
216507,consilier cadastru
211302,consilier chimist
263609,consilier culte
263514,consilier de cuplu
261921,consilier de probațiune
242225,consilier de stare civilă
111241,consilier de stat
242229,consilier dezvoltare locală și regională
111201,consilier diplomatic
213308,consilier ecolog
111211,consilier economic
263643,consilier eparhial
213125,consilier farmacolog
263311,consilier filosofic
241203,consilier financiar-bancar
242301,consilier forță de muncă și șomaj
211405,consilier geofizician
211401,consilier geolog
111202,consilier guvernamental
211409,consilier hidrogeolog
211413,consilier hidrolog
213201,consilier inginer agronom
214504,consilier inginer chimist
214209,consilier inginer construcții
213205,consilier inginer horticol
214517,consilier inginer industria alimentară
214119,consilier inginer industrializarea lemnului
214433,consilier inginer mecanic
214606,consilier inginer metalurg
214610,consilier inginer minier
214508,consilier inginer petrochimist
214618,consilier inginer petrolist
214905,consilier inginer prelucrarea sticlei și ceramicii
213219,consilier inginer silvic
214913,consilier inginer tehnologia celulozei și hârtiei
214106,"consilier inginer textile, pielărie"
213209,consilier inginer zootehnist
111204,consilier instituții publice
263502,consilier în domeniul adicțiilor
235103,consilier învățământ
261103,consilier juridic
212001,consilier matematician
235922,consilier mediator
221103,consilier medic
213129,consilier microbiolog
111401,consilier organizație politică
242306,consilier orientare privind cariera
111230,consilier parlamentar
263641,consilier patriarhal
211417,consilier pedolog
242324,consilier pentru dezvoltare personală
235920,consilier pentru tineret
111429,consilier președinte organizație profesională națională
111430,"consilier președinte organizație profesională, filială județeană/ municipiu"
111229,consilier prezidențial
261918,consilier proprietate industrială autorizat
226911,consilier sportiv
212011,consilier statistician
235903,consilier școlar
111203,consilier și consultant juridic
215313,consilier tehnic
143103,consilier teritorial șef inspectoratul pentru cultură
241245,consilier vânzări asigurări
332204,consilier vânzări bijuterii și ceasuri
242315,consilier vocațional
213109,consilier zoolog
211205,consilier/ expert în meteorologie și domenii conexe
263104,consilier/ expert/ inspector/ referent/ economist în comerț și marketing
263103,consilier/ expert/ inspector/ referent/ economist în economia mediului
263102,consilier/ expert/ inspector/ referent/ economist în economie generală
263106,consilier/ expert/ inspector/ referent/ economist în gestiunea economică
263101,consilier/ expert/ inspector/ referent/ economist în management
263105,consilier/ expert/ inspector/ referent/ economist în relații economice internaționale
711907,constructor căi ferate
731205,constructor claviatură
712102,constructor de acoperișuri
711908,constructor linii tramvai
731213,constructor restaurator de orgi
711404,constructor structuri monolite
721421,constructor-montator de structuri metalice
731206,constructor-reparator de acordeoane și armonici
731207,"constructor-reparator de alte instrumente muzicale (suflat, percuție)"
111233,consul
111206,consul general
213238,consultant afaceri în agricultură
265401,consultant artistic
241234,consultant bancar
241208,consultant bugetar
243205,consultant cameral
242312,consultant condiții de muncă
241269,consultant de investiții
242113,consultant de securitate
252907,consultant de securitate cibernetică
241222,consultant fiscal
242318,consultant intern în resurse umane
242205,consultant în administrația publică
242307,consultant în domeniul forței de muncă
251901,consultant în informatică
263107,consultant în management
242317,consultant în resurse umane
242316,consultant în standardizare
265256,consultant muzical
226504,consultant nutriționist
241213,consultant plasamente valori mobiliare
111236,consultant prezidențial și guvernamental
242311,consultant reconversie-mobilitate personal
214134,consultant sistem de calitate
213227,"consultant tehnic în producția de cereale, plante tehnice și furaje"
331302,contabil
331306,contabil bugetar
431202,contabil financiar bancar
121120,contabil-șef
121112,contabil-șef/ director financiar/ bancă/ societate de leasing
511205,controlor acces metrou
511203,controlor bilete
754301,controlor calitate
312201,controlor calitate după efectuarea probelor la armament și muniție
312202,controlor calitate pentru execuția elementelor la armament și muniție
722115,controlor de calitate la forjare
312203,controlor de calitate la protejări metalice
722116,controlor de calitate la turnare
313904,controlor de conformitate în industria de mașini
241106,controlor de gestiune
312102,controlor de producție la minele de aur nativ
315401,controlor dirijare nonradar
352122,controlor emisii RTV
121121,controlor financiar
962906,controlor poartă
121127,controlor revizor financiar
315402,controlor sol
352102,controlor și recondiționer filme
241101,controlor tezaur
432303,controlor trafic
315419,controlor trafic aerian (simulator trafic aerian)
315413,controlor trafic aerian dirijare nonradar
315414,controlor trafic aerian dirijare radar
315415,controlor trafic aerian informare
315403,controlor trafic aviația civilă
335101,"controlor vamal, controlor pentru datoria vamală (studii medii)"
335106,"controlor vamal, controlor pentru datoria vamală, agent vamal (studii superioare)"
121108,coordonator compartiment/ colectiv bancă
351210,coordonator comunitate jocuri video
121117,coordonator conformitate
351110,coordonator echipă testare jocuri video
211208,coordonator intervenții active în atmosferă
325724,coordonator în materie de securitate și sănătate în muncă (studii medii)
325726,coordonator în materie de securitate și sănătate în muncă pentru logistică (studii medii)
